% Model:              version04.mph
% Version:            COMSOL 6.1.0.252
% Date:               Aug 14 2023, 16:33
% Dimension:          1
% Nodes:              1649
% Expressions:        101
% Description:        Line graph
% x-coordinate (mm),Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction
3.9967828975234174,4.94358289618904E23,9.887165491444947E23,1.483074808670081E24,1.9774330681956695E24,2.4717913277212596E24,2.96614958724685E24,3.4605078467724393E24,3.9548661062980337E24,4.449224365823626E24,4.943582625349193E24,5.437940884874787E24,5.932299144400403E24,6.426657403925978E24,6.921015663451534E24,7.415373922977154E24,7.909732182502758E24,8.404090442028301E24,8.898448701553934E24,9.3928069610795E24,9.8871652206051E24,1.0381523480130728E25,1.0875881739656293E25,1.1370239999181883E25,1.1864598258707465E25,1.2358956518233067E25,1.285331477775859E25,1.3347673037284237E25,1.3842031296809837E25,1.4336389556335367E25,1.4830747815861022E25,1.5325106075386632E25,1.581946433491217E25,1.631382259443774E25,1.6808180853963396E25,1.7302539113489E25,1.7796897373014545E25,1.8291255632540116E25,1.878561389206567E25,1.9279972151591297E25,1.9774330411116885E25,2.026868867064241E25,2.0763046930168115E25,2.125740518969365E25,2.1751763449219296E25,2.224612170874486E25,2.27404799682704E25,2.3234838227795948E25,2.3729196487321585E25,2.422355474684729E25,2.4717913006372827E25,2.5212271265898323E25,2.5706629525423982E25,2.620098778494956E25,2.6695346044475065E25,2.7189704304000858E25,2.7684062563526444E25,2.817842082305188E25,2.867277908257756E25,2.9167137342103005E25,2.9661495601628626E25,3.0155853861154324E25,3.065021212067978E25,3.114457038020532E25,3.163892863973093E25,3.213328689925662E25,3.2627645158782183E25,3.3122003418307718E25,3.36163616778333E25,3.4110719937359054E25,3.4605078196884584E25,3.509943645641016E25,3.5593794715935736E25,3.6088152975461305E25,3.658251123498695E25,3.7076869494512563E25,3.757122775403806E25,3.806558601356371E25,3.8559944273089297E25,3.905430253261491E25,3.954866079214044E25,4.00430190516661E25,4.053737731119157E25,4.103173557071733E25,4.15260938302428E25,4.202045208976843E25,4.251481034929409E25,4.300916860881957E25,4.350352686834536E25,4.39978851278707E25,4.4492243387396355E25,4.498660164692194E25,4.5480959906447484E25,4.597531816597319E25,4.646967642549851E25,4.696403468502428E25,4.745839294454985E25,4.795275120407545E25,4.844710946360098E25,4.8941467723126705E25,4.943582598265202E25,4.9930184242177955E25
4.009666944221561,4.913738824967626E23,9.827477349546339E23,1.4741215874125044E24,1.965495439870368E24,2.456869292328244E24,2.948243144786113E24,3.4396169972439814E24,3.930990849701854E24,4.422364702159721E24,4.913738554617589E24,5.40511240707546E24,5.896486259533341E24,6.387860111991208E24,6.879233964449054E24,7.370607816906962E24,7.861981669364845E24,8.353355521822657E24,8.844729374280555E24,9.336103226738431E24,9.827477079196295E24,1.0318850931654204E25,1.0810224784112044E25,1.130159863656993E25,1.17929724890278E25,1.228434634148566E25,1.2775720193943482E25,1.326709404640139E25,1.3758467898859272E25,1.4249841751317101E25,1.4741215603775E25,1.52325894562329E25,1.5723963308690744E25,1.6215337161148589E25,1.6706711013606523E25,1.7198084866064402E25,1.7689458718522247E25,1.8180832570980098E25,1.8672206423437946E25,1.9163580275895864E25,1.965495412835371E25,2.0146327980811533E25,2.063770183326948E25,2.1129075685727346E25,2.1620449538185267E25,2.2111823390643083E25,2.2603197243100883E25,2.309457109555875E25,2.3585944948016627E25,2.4077318800474603E25,2.456869265293247E25,2.50600665053902E25,2.555144035784818E25,2.604281421030604E25,2.653418806276385E25,2.7025561915221863E25,2.75169357676797E25,2.800830962013754E25,2.849968347259541E25,2.8991057325053224E25,2.9482431177511096E25,2.99738050299691E25,3.0465178882426794E25,3.095655273488462E25,3.144792658734252E25,3.1939300439800462E25,3.2430674292258283E25,3.2922048144716117E25,3.3413421997174024E25,3.390479584963199E25,3.4396169702089824E25,3.4887543554547753E25,3.5378917407005505E25,3.587029125946342E25,3.636166511192132E25,3.6853038964379204E25,3.7344412816836986E25,3.783578666929493E25,3.8327160521752817E25,3.881853437421065E25,3.930990822666856E25,3.980128207912643E25,4.029265593158419E25,4.078402978404219E25,4.127540363650002E25,4.1766777488957915E25,4.225815134141582E25,4.274952519387354E25,4.324089904633168E25,4.3732272898789336E25,4.422364675124727E25,4.4715020603705115E25,4.520639445616299E25,4.5697768308620946E25,4.618914216107863E25,4.668051601353662E25,4.7171889865994425E25,4.766326371845235E25,4.81546375709101E25,4.8646011423368085E25,4.913738527582581E25,4.962875912828392E25
4.030933822298501,4.8640423580591364E23,9.728084416773968E23,1.4592126475488754E24,1.945616853420348E24,2.4320210592918306E24,2.918425265163313E24,3.404829471034791E24,3.8912336769062706E24,4.3776378827777586E24,4.864042088649227E24,5.350446294520707E24,5.836850500392206E24,6.323254706263683E24,6.809658912135146E24,7.296063118006646E24,7.782467323878144E24,8.268871529749578E24,8.755275735621082E24,9.241679941492554E24,9.728084147364044E24,1.0214488353235552E25,1.0700892559107022E25,1.1187296764978487E25,1.1673700970850003E25,1.216010517672145E25,1.264650938259287E25,1.3132913588464417E25,1.36193177943359E25,1.4105722000207347E25,1.4592126206078857E25,1.5078530411950359E25,1.556493461782181E25,1.6051338823693274E25,1.6537743029564805E25,1.70241472354363E25,1.751055144130773E25,1.7996955647179204E25,1.8483359853050652E25,1.896976405892219E25,1.945616826479362E25,1.9942572470665094E25,2.042897667653667E25,2.0915380882408122E25,2.1401785088279602E25,2.1888189294151104E25,2.237459350002247E25,2.2860997705893927E25,2.3347401911765454E25,2.383380611763706E25,2.4320210323508504E25,2.480661452937987E25,2.5293018735251404E25,2.577942294112292E25,2.626582714699433E25,2.675223135286598E25,2.7238635558737406E25,2.772503976460882E25,2.8211443970480314E25,2.8697848176351807E25,2.918425238222325E25,2.967065658809484E25,3.0157060793966156E25,3.0643464999837603E25,3.112986920570911E25,3.1616273411580683E25,3.2102677617452124E25,3.2589081823323544E25,3.3075486029194955E25,3.3561890235066586E25,3.404829444093812E25,3.453469864680951E25,3.502110285268097E25,3.5507507058552403E25,3.599391126442402E25,3.648031547029552E25,3.6966719676166855E25,3.745312388203847E25,3.7939528087909914E25,3.8425932293781386E25,3.89123364996529E25,3.939874070552438E25,3.988514491139578E25,4.03715491172674E25,4.085795332313877E25,4.134435752901035E25,4.183076173488178E25,4.231716594075319E25,4.28035701466249E25,4.328997435249616E25,4.37763785583677E25,4.4262782764239176E25,4.474918697011066E25,4.523559117598219E25,4.572199538185351E25,4.620839958772499E25,4.669480379359656E25,4.718120799946803E25,4.7667612205339415E25,4.8154016411211016E25,4.86404206170823E25,4.912682482295402E25
4.038559729807345,4.846310912023332E23,9.692621525061868E23,1.4538932138100356E24,1.9385242751138836E24,2.4231553364177356E24,2.907786397721589E24,3.392417459025437E24,3.877048520329292E24,4.361679581633143E24,4.846310642936994E24,5.330941704240833E24,5.815572765544714E24,6.300203826848562E24,6.784834888152394E24,7.269465949456246E24,7.754097010760132E24,8.238728072063929E24,8.723359133367804E24,9.207990194671667E24,9.692621255975511E24,1.0177252317279388E25,1.0661883378583234E25,1.1146514439887078E25,1.1631145501190976E25,1.2115776562494792E25,1.2600407623798585E25,1.3085038685102483E25,1.3569669746406357E25,1.4054300807710154E25,1.4538931869014041E25,1.5023562930317922E25,1.5508193991621756E25,1.5992825052925591E25,1.6477456114229476E25,1.6962087175533344E25,1.7446718236837147E25,1.7931349298141002E25,1.841598035944481E25,1.8900611420748704E25,1.9385242482052544E25,1.9869873543356374E25,2.035450460466029E25,2.083913566596413E25,2.1323766727268014E25,2.1808397788571868E25,2.2293028849875618E25,2.2777659911179415E25,2.3262290972483327E25,2.3746922033787288E25,2.423155309509111E25,2.471618415639485E25,2.5200815217698807E25,2.5685446279002647E25,2.6170077340306427E25,2.6654708401610425E25,2.71393394629142E25,2.762397052421805E25,2.8108601585521924E25,2.8593232646825687E25,2.907786370812951E25,2.9562494769433513E25,3.0047125830737237E25,3.053175689204102E25,3.101638795334494E25,3.1501019014648825E25,3.1985650075952626E25,3.247028113725641E25,3.295491219856028E25,3.3439543259864262E25,3.39241743211681E25,3.4408805382471946E25,3.489343644377579E25,3.537806750507957E25,3.5862698566383526E25,3.634732962768738E25,3.68319606889912E25,3.7316591750295076E25,3.780122281159892E25,3.8285853872902833E25,3.877048493420669E25,3.92551159955105E25,3.9739747056814246E25,4.022437811811822E25,4.0709009179422E25,4.119364024072587E25,4.167827130202979E25,4.216290236333355E25,4.264753342463768E25,4.31321644859413E25,4.361679554724514E25,4.4101426608549E25,4.458605766985287E25,4.507068873115679E25,4.555531979246038E25,4.603995085376436E25,4.6524581915068245E25,4.700921297637213E25,4.749384403767576E25,4.797847509897977E25,4.846310616028344E25,4.894773722158752E25
4.039704735920273,4.8435859441702426E23,9.68717158942012E23,1.4530757234669978E24,1.9374342879919762E24,2.421792852516964E24,2.9061514170419494E24,3.3905099815669334E24,3.874868546091925E24,4.3592271106169106E24,4.843585675141895E24,5.327944239666866E24,5.812302804191885E24,6.296661368716864E24,6.781019933241832E24,7.265378497766826E24,7.74973706229184E24,8.234095626816771E24,8.718454191341787E24,9.20281275586677E24,9.68717132039176E24,1.0171529884916774E25,1.0655888449441744E25,1.1140247013966733E25,1.1624605578491747E25,1.2108964143016704E25,1.259332270754163E25,1.3077681272066662E25,1.3562039836591662E25,1.4046398401116603E25,1.4530756965641622E25,1.5015115530166646E25,1.5499474094691602E25,1.5983832659216574E25,1.64681912237416E25,1.6952549788266595E25,1.7436908352791538E25,1.7921266917316544E25,1.8405625481841477E25,1.8889984046366481E25,1.9374342610891457E25,1.9858701175416427E25,2.034305973994149E25,2.0827418304466447E25,2.131177686899146E25,2.179613543351649E25,2.228049399804136E25,2.2764852562566313E25,2.3249211127091347E25,2.37335696916164E25,2.421792825614139E25,2.4702286820666285E25,2.518664538519131E25,2.5671003949716315E25,2.615536251424118E25,2.6639721078766404E25,2.7124079643291335E25,2.7608438207816296E25,2.809279677234128E25,2.857715533686619E25,2.9061513901391153E25,2.9545872465916285E25,3.003023103044112E25,3.0514589594966014E25,3.0998948159491065E25,3.1483306724016078E25,3.1967665288541086E25,3.245202385306603E25,3.293638241759097E25,3.3420740982116093E25,3.390509954664103E25,3.4389458111166024E25,3.4873816675690998E25,3.535817524021592E25,3.5842533804741005E25,3.6326892369266044E25,3.6811250933790957E25,3.729560949831601E25,3.777996806284095E25,3.8264326627366003E25,3.874868519189097E25,3.9233043756415955E25,3.971740232094082E25,4.020176088546592E25,4.068611944999085E25,4.117047801451588E25,4.165483657904091E25,4.21391951435658E25,4.262355370809105E25,4.310791227261577E25,4.359227083714075E25,4.407662940166575E25,4.456098796619079E25,4.504534653071577E25,4.552970509524061E25,4.601406365976566E25,4.649842222429061E25,4.698278078881572E25,4.746713935334053E25,4.795149791786574E25,4.843585648239051E25,4.892021504691566E25
4.074815830447352,4.7616065167222834E23,9.523212736237251E23,1.4284818955752151E24,1.904642517526703E24,2.3808031394781944E24,2.856963761429687E24,3.3331243833811877E24,3.8092850053326796E24,4.285445627284174E24,4.761606249235659E24,5.23776687118714E24,5.713927493138663E24,6.190088115090155E24,6.66624873704163E24,7.142409358993147E24,7.618569980944652E24,8.094730602896086E24,8.57089122484761E24,9.047051846799098E24,9.523212468750598E24,9.99937309070212E24,1.0475533712653603E25,1.0951694334605105E25,1.1427854956556606E25,1.190401557850807E25,1.238017620045952E25,1.285633682241108E25,1.3332497444362548E25,1.380865806631402E25,1.428481868826552E25,1.476097931021708E25,1.5237139932168499E25,1.571330055411999E25,1.6189461176071539E25,1.666562179802306E25,1.7141782419974518E25,1.7617943041925966E25,1.8094103663877461E25,1.857026428582896E25,1.9046424907780456E25,1.9522585529731906E25,1.999874615168351E25,2.047490677363493E25,2.0951067395586484E25,2.142722801753795E25,2.1903388639489405E25,2.237954926144084E25,2.2855709883392387E25,2.333187050534395E25,2.3808031127295402E25,2.4284191749246844E25,2.4760352371198415E25,2.5236512993149916E25,2.5712673615101323E25,2.618883423705296E25,2.6664994859004425E25,2.7141155480955845E25,2.7617316102907424E25,2.8093476724858823E25,2.85696373468103E25,2.9045797968761938E25,2.952195859071332E25,2.9998119212664713E25,3.047427983461629E25,3.0950440456567837E25,3.142660107851923E25,3.1902761700470715E25,3.237892232242217E25,3.2855082944373757E25,3.3331243566325293E25,3.3807404188276773E25,3.428356481022821E25,3.475972543217969E25,3.5235886054131214E25,3.5712046676082775E25,3.61882072980342E25,3.6664367919985693E25,3.7140528541937216E25,3.7616689163888785E25,3.8092849785840236E25,3.8569010407791725E25,3.904517102974309E25,3.952133165169473E25,3.999749227364621E25,4.047365289559766E25,4.094981351754922E25,4.142597413950059E25,4.190213476145233E25,4.237829538340362E25,4.285445600535516E25,4.333061662730657E25,4.380677724925813E25,4.42829378712097E25,4.4759098493160975E25,4.5235259115112515E25,4.571141973706417E25,4.618758035901559E25,4.666374098096697E25,4.713990160291863E25,4.761606222487001E25,4.809222284682158E25
4.081500336684606,4.745941305811632E23,9.491882314791273E23,1.4237823323770863E24,1.8983764332750422E24,2.3729705341730043E24,2.847564635070966E24,3.322158735968927E24,3.796752836866887E24,4.2713469377648514E24,4.7459410386628084E24,5.220535139560766E24,5.695129240458747E24,6.169723341356701E24,6.644317442254655E24,7.118911543152628E24,7.593505644050608E24,8.068099744948521E24,8.54269384584651E24,9.017287946744464E24,9.49188204764242E24,9.966476148540405E24,1.0441070249438373E25,1.0915664350336333E25,1.1390258451234299E25,1.1864852552132254E25,1.2339446653030134E25,1.281404075392819E25,1.3288634854826138E25,1.3763228955724033E25,1.4237823056622053E25,1.4712417157520038E25,1.5187011258417946E25,1.5661605359315919E25,1.6136199460213936E25,1.6610793561111911E25,1.7085387662009839E25,1.7559981762907758E25,1.803457586380569E25,1.8509169964703733E25,1.8983764065601645E25,1.9458358166499576E25,1.9932952267397625E25,2.0407546368295544E25,2.088214046919354E25,2.1356734570091493E25,2.1831328670989373E25,2.2305922771887292E25,2.278051687278533E25,2.325511097368337E25,2.372970507458123E25,2.4204299175479152E25,2.467889327637724E25,2.515348737727513E25,2.562808147817304E25,2.6102675579071176E25,2.6577269679969133E25,2.705186378086699E25,2.7526457881765005E25,2.8001051982662924E25,2.8475646083560908E25,2.8950240184458973E25,2.9424834285356784E25,2.989942838625467E25,3.0374022487152678E25,3.084861658805068E25,3.132321068894858E25,3.1797804789846555E25,3.227239889074449E25,3.2746992991642573E25,3.3221587092540457E25,3.3696181193438453E25,3.417077529433644E25,3.4645369395234283E25,3.5119963496132356E25,3.559455759703037E25,3.6069151697928263E25,3.6543745798826255E25,3.7018339899724165E25,3.7492934000622204E25,3.7967528101520187E25,3.8442122202418098E25,3.891671630331599E25,3.9391310404214056E25,3.986590450511196E25,4.034049860600989E25,4.0815092706907915E25,4.128968680780578E25,4.176428090870399E25,4.223887500960177E25,4.271346911049981E25,4.3188063211397664E25,4.366265731229567E25,4.413725141319373E25,4.461184551409153E25,4.508643961498947E25,4.55610337158875E25,4.603562781678543E25,4.651022191768326E25,4.698481601858141E25,4.745941011947924E25,4.793400422037736E25
4.085658948711484,4.736027893754337E23,9.47205549089467E23,1.420808308803497E24,1.8944110685175255E24,2.3680138282315576E24,2.8416165879455903E24,3.3152193476596254E24,3.7888221073736594E24,4.2624248670876935E24,4.73602762680171E24,5.209630386515737E24,5.683233146229794E24,6.156835905943823E24,6.630438665657841E24,7.10404142537188E24,7.577644185085942E24,8.051246944799917E24,8.524849704513994E24,8.998452464228006E24,9.472055223942048E24,9.945657983656092E24,1.0419260743370126E25,1.0892863503084168E25,1.13664662627982E25,1.1840069022512217E25,1.2313671782226193E25,1.2787274541940272E25,1.3260877301654298E25,1.3734480061368282E25,1.4208082821082385E25,1.468168558079645E25,1.5155288340510423E25,1.5628891100224438E25,1.6102493859938534E25,1.657609661965259E25,1.7049699379366593E25,1.7523302139080589E25,1.7996904898794601E25,1.8470507658508663E25,1.8944110418222715E25,1.9417713177936665E25,1.989131593765083E25,2.0364918697364784E25,2.0838521457078885E25,2.1312124216792883E25,2.1785726976506833E25,2.225932973622084E25,2.27329324959349E25,2.3206535255649075E25,2.3680138015363008E25,2.4153740775077E25,2.462734353479111E25,2.510094629450512E25,2.557454905421909E25,2.6048151813933236E25,2.6521754573647306E25,2.6995357333361244E25,2.7468960093075336E25,2.7942562852789295E25,2.841616561250329E25,2.888976837221747E25,2.9363371131931364E25,2.9836973891645366E25,3.0310576651359394E25,3.0784179411073503E25,3.12577821707875E25,3.1731384930501532E25,3.2204987690215487E25,3.267859044992969E25,3.315219320964364E25,3.3625795969357677E25,3.409939872907175E25,3.45730014887857E25,3.5046604248499786E25,3.5520207008213865E25,3.5993809767927854E25,3.646741252764191E25,3.694101528735595E25,3.7414618047070005E25,3.7888220806783986E25,3.8361823566498013E25,3.8835426326212E25,3.930902908592614E25,3.978263184564007E25,4.025623460535416E25,4.072983736506827E25,4.120344012478218E25,4.167704288449639E25,4.215064564421025E25,4.262424840392434E25,4.30978511636383E25,4.357145392335237E25,4.404505668306649E25,4.451865944278034E25,4.499226220249442E25,4.546586496220847E25,4.593946772192254E25,4.6413070481636435E25,4.688667324135068E25,4.736027600106449E25,4.783387876077872E25
4.1563700658839435,4.570557633471585E23,9.141114973788848E23,1.3711672314106052E24,1.8282229654423235E24,2.2852786994740474E24,2.7423344335057727E24,3.1993901675374934E24,3.656445901569219E24,4.1135016356009466E24,4.5705573696326555E24,5.027613103664382E24,5.484668837696127E24,5.941724571727843E24,6.398780305759545E24,6.855836039791292E24,7.312891773823031E24,7.7699475078547E24,8.227003241886461E24,8.68405897591816E24,9.141114709949906E24,9.598170443981651E24,1.0055226178013366E25,1.0512281912045077E25,1.0969337646076826E25,1.1426393380108545E25,1.18834491141402E25,1.2340504848171979E25,1.2797560582203676E25,1.3254616316235374E25,1.3711672050267147E25,1.416872778429889E25,1.4625783518330583E25,1.5082839252362267E25,1.5539894986394075E25,1.5996950720425794E25,1.64540064544575E25,1.6911062188489193E25,1.7368117922520874E25,1.7825173656552644E25,1.8282229390584408E25,1.8739285124616044E25,1.9196340858647847E25,1.965339659267951E25,2.011045232671133E25,2.056750806074301E25,2.102456379477469E25,2.148161952880636E25,2.1938675262838133E25,2.239573099686995E25,2.2852786730901636E25,2.3309842464933243E25,2.3766898198965087E25,2.422395393299678E25,2.468100966702848E25,2.513806540106032E25,2.5595121135092015E25,2.605217686912371E25,2.650923260315542E25,2.69662883371871E25,2.7423344071218882E25,2.788039980525067E25,2.8337455539282256E25,2.879451127331384E25,2.9251567007345604E25,2.970862274137748E25,3.0165678475409184E25,3.062273420944087E25,3.1079789943472523E25,3.153684567750439E25,3.1993901411536035E25,3.245095714556781E25,3.290801287959951E25,3.3365068613631196E25,3.382212434766295E25,3.427918008169472E25,3.473623581572632E25,3.519329154975813E25,3.5650347283789895E25,3.6107403017821635E25,3.656445875185328E25,3.702151448588502E25,3.74785702199167E25,3.7935625953948546E25,3.839268168798024E25,3.884973742201195E25,3.9306793156043725E25,3.97638488900753E25,4.022090462410719E25,4.0677960358138775E25,4.113501609217056E25,4.159207182620226E25,4.204912756023406E25,4.2506183294265745E25,4.296323902829737E25,4.342029476232908E25,4.387735049636085E25,4.433440623039261E25,4.479146196442415E25,4.524851769845613E25,4.570557343248764E25,4.616262916651955E25
4.232120531571897,4.392530410919251E23,8.785060532809771E23,1.3177590654700262E24,1.7570120776590682E24,2.1962650898481234E24,2.635518102037172E24,3.0747711142262245E24,3.5140241264152775E24,3.9532771386043327E24,4.392530150793378E24,4.831783162982426E24,5.271036175171493E24,5.710289187360533E24,6.149542199549565E24,6.588795211738624E24,7.028048223927714E24,7.467301236116708E24,7.906554248305793E24,8.345807260494831E24,8.785060272683891E24,9.224313284872959E24,9.66356629706199E24,1.0102819309251063E25,1.054207232144013E25,1.0981325333629164E25,1.1420578345818152E25,1.1859831358007234E25,1.2299084370196284E25,1.2738337382385301E25,1.3177590394574403E25,1.3616843406763452E25,1.4056096418952506E25,1.4495349431141533E25,1.4934602443330604E25,1.5373855455519669E25,1.5813108467708673E25,1.6252361479897734E25,1.669161449208676E25,1.7130867504275846E25,1.7570120516464909E25,1.8009373528653918E25,1.8448626540843017E25,1.8887879553032056E25,1.9327132565221144E25,1.9766385577410186E25,2.0205638589599165E25,2.064489160178819E25,2.1084144613977276E25,2.152339762616642E25,2.1962650638355445E25,2.2401903650544377E25,2.2841156662733506E25,2.3280409674922597E25,2.371966268711157E25,2.415891569930075E25,2.4598168711489757E25,2.5037421723678804E25,2.5476674735867856E25,2.591592774805682E25,2.6355180760245887E25,2.679443377243507E25,2.7233686784624E25,2.7672939796812966E25,2.8112192809002017E25,2.855144582119118E25,2.899069883338019E25,2.9429951845569165E25,2.986920485775824E25,3.030845786994737E25,3.0747710882136436E25,3.118696389432547E25,3.162621690651455E25,3.2065469918703545E25,3.250472293089262E25,3.294397594308172E25,3.338322895527069E25,3.3822481967459743E25,3.4261734979648865E25,3.470098799183793E25,3.514024100402696E25,3.5579494016216003E25,3.601874702840493E25,3.6458000040594146E25,3.68972530527831E25,3.733650606497223E25,3.7775759077161297E25,3.8215012089350237E25,3.865426510153946E25,3.9093518113728346E25,3.953277112591743E25,3.99720241381065E25,4.041127715029557E25,4.0850530162484605E25,4.128978317467359E25,4.172903618686257E25,4.216828919905169E25,4.2607542211240795E25,4.304679522342963E25,4.3486048235618925E25,4.392530124780778E25,4.436455425999706E25
4.2395487260774924,4.3751868659297554E23,8.750373443238655E23,1.312556002054751E24,1.7500746597856326E24,2.1875933175165177E24,2.62511197524741E24,3.062630632978299E24,3.5001492907091843E24,3.937667948440079E24,4.375186606170957E24,4.812705263901843E24,5.250223921632753E24,5.68774257936363E24,6.125261237094494E24,6.562779894825392E24,7.000298552556308E24,7.437817210287147E24,7.875335868018075E24,8.312854525748966E24,8.750373183479824E24,9.187891841210758E24,9.625410498941627E24,1.0062929156672508E25,1.0500447814403408E25,1.0937966472134301E25,1.1375485129865139E25,1.1813003787596064E25,1.2250522445326938E25,1.268804110305779E25,1.3125559760788715E25,1.3563078418519608E25,1.4000597076250474E25,1.4438115733981373E25,1.4875634391712316E25,1.5313153049443195E25,1.5750671707174045E25,1.6188190364904926E25,1.6625709022635791E25,1.7063227680366706E25,1.7500746338097578E25,1.793826499582843E25,1.8375783653559408E25,1.8813302311290275E25,1.92508209690212E25,1.9688339626752054E25,2.012585828448292E25,2.056337694221371E25,2.1000895599944635E25,2.1438414257675645E25,2.187593291540651E25,2.231345157313731E25,2.275097023086827E25,2.318848888859912E25,2.362600754632999E25,2.4063526204060984E25,2.450104486179183E25,2.4938563519522736E25,2.5376082177253595E25,2.581360083498439E25,2.6251119492715283E25,2.6688638150446323E25,2.712615680817707E25,2.7563675465907873E25,2.8001194123638763E25,2.843871278136973E25,2.8876231439100635E25,2.931375009683149E25,2.9751268754562323E25,3.0188787412293346E25,3.0626306070024248E25,3.1063824727755115E25,3.1501343385486017E25,3.193886204321688E25,3.237638070094774E25,3.281389935867868E25,3.325141801640948E25,3.368893667414041E25,3.412645533187136E25,3.4563973989602267E25,3.5001492647333065E25,3.5439011305063994E25,3.587652996279479E25,3.6314048620525806E25,3.675156727825665E25,3.7189085935987606E25,3.7626604593718482E25,3.8064123251449286E25,3.8501641909180286E25,3.893916056691102E25,3.937667922464196E25,3.981419788237283E25,4.025171654010376E25,4.068923519783467E25,4.1126753855565415E25,4.156427251329633E25,4.200179117102728E25,4.243930982875818E25,4.287682848648886E25,4.331434714422006E25,4.3751865801950715E25,4.418938445968177E25
4.290190043219185,4.256084951078176E23,8.51216961605172E23,1.2768254281025246E24,1.7024338945998736E24,2.1280423610972302E24,2.5536508275945873E24,2.9792592940919345E24,3.4048677605892865E24,3.8304762270866455E24,4.256084693583994E24,4.681693160081351E24,5.107301626578722E24,5.532910093076067E24,5.958518559573405E24,6.384127026070776E24,6.80973549256816E24,7.235343959065456E24,7.660952425562841E24,8.086560892060178E24,8.512169358557544E24,8.937777825054924E24,9.363386291552256E24,9.78899475804962E24,1.0214603224546993E25,1.0640211691044328E25,1.1065820157541635E25,1.1491428624039024E25,1.191703709053638E25,1.23426455570337E25,1.2768254023531067E25,1.3193862490028437E25,1.3619470956525785E25,1.404507942302313E25,1.447068788952052E25,1.4896296356017892E25,1.5321904822515223E25,1.5747513289012558E25,1.6173121755509909E25,1.659873022200725E25,1.7024338688504644E25,1.7449947155001934E25,1.787555562149936E25,1.830116408799669E25,1.872677255449408E25,1.9152381020991407E25,1.9577989487488725E25,2.000359795398604E25,2.042920642048344E25,2.0854814886980856E25,2.12804233534782E25,2.1706031819975453E25,2.2131640286472905E25,2.2557248752970236E25,2.2982857219467524E25,2.3408465685965022E25,2.3834074152462375E25,2.4259682618959633E25,2.468529108545702E25,2.511089955195426E25,2.553650801845164E25,2.596211648494916E25,2.6387724951446417E25,2.6813333417943645E25,2.723894188444102E25,2.7664550350938436E25,2.8090158817435784E25,2.8515767283933085E25,2.8941375750430395E25,2.9366984216927855E25,2.9792592683425246E25,3.0218201149922624E25,3.064380961641994E25,3.1069418082917274E25,3.1495026549414643E25,3.1920635015912017E25,3.23462434824093E25,3.2771851948906705E25,3.3197460415404105E25,3.362306888190144E25,3.4048677348398793E25,3.447428581489615E25,3.4899894281393464E25,3.5325502747890855E25,3.575111121438822E25,3.6176719680885586E25,3.6602328147382985E25,3.702793661388016E25,3.7453545080377734E25,3.7879153546874893E25,3.8304762013372305E25,3.873037047986966E25,3.915597894636705E25,3.95815874128645E25,4.000719587936159E25,4.043280434585903E25,4.085841281235642E25,4.128402127885382E25,4.170962974535103E25,4.213523821184858E25,4.256084667834567E25,4.298645514484329E25
